id,name,lat,lon,address,type,totalSlots,availableSlots,osm_source
8cd6f2ac-cdef-4e30-bc5d-2c7990c1ac56,Vastral Public Parking 166,23.065793,72.628769,"162 Vastral Road, Ahmedabad, Gujarat",underground,100.0,47,False
9b297429-2f81-475a-87c4-fc2741752b57,Jamalpur Public Parking 260,23.085376,72.576456,"38 Jamalpur Road, Ahmedabad, Gujarat",underground,150.0,12,False
c2938bbe-c9ce-46f4-a112-d31a31eb12c3,Nikol Public Parking 315,23.091388,72.483812,"260 Nikol Road, Ahmedabad, Gujarat",surface,250.0,137,False
5c7715b3-aefb-435d-9624-7af7184c9832,Bodakdev Public Parking 165,23.026455,72.615767,"244 Bodakdev Road, Ahmedabad, Gujarat",surface,400.0,42,False
d627dd21-1e69-4f44-aa51-c3eb3cff6ec9,Nikol Public Parking 259,23.087864,72.620728,"89 Nikol Road, Ahmedabad, Gujarat",on-street,50.0,22,False
c7348a63-a743-46c2-a648-154fc7f14f77,Jamalpur Public Parking 191,23.039092,72.579765,"145 Jamalpur Road, Ahmedabad, Gujarat",surface,250.0,88,False
b71363e2-72ce-4a70-bd2f-8586c7ef76d8,Nikol Public Parking 169,23.084169,72.586515,"49 Nikol Road, Ahmedabad, Gujarat",multi-storey,400.0,122,False
4af61047-eea5-44be-a9a4-eeaa1b16a559,Paldi Public Parking 470,23.006672,72.574893,"180 Paldi Road, Ahmedabad, Gujarat",on-street,150.0,101,False
eadf4967-c09d-49ea-9e41-98ac3facc7b3,Nikol Public Parking 159,22.971922,72.59759,"287 Nikol Road, Ahmedabad, Gujarat",multi-storey,250.0,86,False
d942928c-802b-4795-bfae-be22f2a44d54,GIDC Public Parking 48,23.06392,72.619213,"217 GIDC Road, Ahmedabad, Gujarat",multi-storey,400.0,150,False
527eb776-3771-4bd2-b69e-45ece4a446ca,Amraiwadi Public Parking 99,23.111699,72.531512,"116 Amraiwadi Road, Ahmedabad, Gujarat",surface,100.0,31,False
aec12ff9-3dc0-4731-8a91-e62f999d6e53,GIDC Public Parking 20,23.036307,72.567159,"173 GIDC Road, Ahmedabad, Gujarat",multi-storey,100.0,18,False
b6870420-14f1-4c4e-bc06-59dac4d30dbd,Naranpura Public Parking 370,23.091329,72.608798,"225 Naranpura Road, Ahmedabad, Gujarat",multi-storey,50.0,32,False
bb58069c-91b0-4bd5-9c89-2704309291a1,Sabarmati Public Parking 120,23.11483,72.579907,"274 Sabarmati Road, Ahmedabad, Gujarat",on-street,120.0,93,False
a364cc9b-29ae-4126-9d01-3e65321d11ae,Isanpur Public Parking 226,23.103676,72.504923,"237 Isanpur Road, Ahmedabad, Gujarat",on-street,150.0,75,False
d255a6f3-b3b7-41dc-9833-be96fb90a8c7,Vastral Public Parking 71,23.114266,72.61704,"129 Vastral Road, Ahmedabad, Gujarat",surface,50.0,41,False
b84aabc2-5f0a-47b6-9e97-e6dba126dd19,Maninagar Public Parking 146,23.070938,72.562864,"43 Maninagar Road, Ahmedabad, Gujarat",multi-storey,100.0,86,False
a7d3627d-1bc8-45cd-a5e4-d5a7d6fa7edf,Thaltej Public Parking 419,23.091278,72.486508,"231 Thaltej Road, Ahmedabad, Gujarat",on-street,200.0,84,False
c3e2b983-f914-4d91-9bba-27aa2a81cc0b,Nikol Public Parking 192,23.035341,72.51244,"115 Nikol Road, Ahmedabad, Gujarat",underground,50.0,6,False
1b0100e5-812e-49cc-bc78-9bdc4435c215,Memnagar Public Parking 470,23.084535,72.494768,"242 Memnagar Road, Ahmedabad, Gujarat",surface,100.0,47,False
c16350f0-94fa-487b-a0cf-b33e4764cb13,Bodakdev Public Parking 428,23.103996,72.473421,"77 Bodakdev Road, Ahmedabad, Gujarat",on-street,400.0,239,False
a46eb798-d999-4c2e-80fc-ee40343b77c4,Memnagar Public Parking 63,22.968902,72.521858,"25 Memnagar Road, Ahmedabad, Gujarat",on-street,120.0,91,False
cae13f8c-4341-4e08-a3e0-46070b7649c9,Amraiwadi Public Parking 306,22.960677,72.620604,"275 Amraiwadi Road, Ahmedabad, Gujarat",multi-storey,50.0,28,False
7e0f8de4-61eb-4aa1-98ad-60a2ca986f60,Jamalpur Public Parking 124,22.999516,72.470282,"293 Jamalpur Road, Ahmedabad, Gujarat",underground,250.0,162,False
cc553fe5-a516-4b62-a461-709bcfb98935,GIDC Public Parking 403,22.961505,72.564691,"260 GIDC Road, Ahmedabad, Gujarat",on-street,,26,False
10b83994-df9e-4acb-b83f-0c22f215a9b5,Satellite Public Parking 183,23.116777,72.515657,"35 Satellite Road, Ahmedabad, Gujarat",surface,200.0,128,False
e72a7f99-93c2-4ac0-b6fe-ba2d5fb93e8b,Gopipura Public Parking 69,23.081155,72.602334,"23 Gopipura Road, Ahmedabad, Gujarat",multi-storey,200.0,156,False
c38e5ec9-0235-4aa4-81ad-805536c3e84c,Amraiwadi Public Parking 324,23.091165,72.593243,"94 Amraiwadi Road, Ahmedabad, Gujarat",multi-storey,,25,False
2a1e5805-4c31-4712-880c-80fe9ef0680c,Gota Public Parking 162,22.957447,72.505905,"159 Gota Road, Ahmedabad, Gujarat",on-street,400.0,313,False
50ba92d8-c1e5-45e3-a1c5-d78579d89c2f,Bodakdev Public Parking 147,22.993063,72.605592,"183 Bodakdev Road, Ahmedabad, Gujarat",surface,50.0,17,False
62ea59ee-affd-460c-8e48-e627b9c55c5e,Ellisbridge Public Parking 381,23.085888,72.548651,"226 Ellisbridge Road, Ahmedabad, Gujarat",on-street,250.0,54,False
861d7271-7e94-41ee-bf8b-d1e81697a0d2,Vejalpur Public Parking 411,23.012449,72.613512,"43 Vejalpur Road, Ahmedabad, Gujarat",underground,,53,False
41472a37-a132-47fe-867b-57021a901358,Memnagar Public Parking 157,22.967442,72.529026,"229 Memnagar Road, Ahmedabad, Gujarat",on-street,250.0,112,False
7635d33a-ee93-468e-928e-86ced79a488f,Jamalpur Public Parking 315,22.9572,72.626607,"223 Jamalpur Road, Ahmedabad, Gujarat",surface,150.0,114,False
81aa1a92-01de-4a36-8baf-09dec0e920ee,Jamalpur Public Parking 263,22.962757,72.584752,"82 Jamalpur Road, Ahmedabad, Gujarat",on-street,50.0,29,False
61a851ce-686c-44a4-afce-24bd5719aea0,Jamalpur Public Parking 186,22.955916,72.482102,"197 Jamalpur Road, Ahmedabad, Gujarat",underground,50.0,33,False
54cff695-fcce-49de-850b-510c200ad873,Isanpur Public Parking 71,23.013242,72.607355,"272 Isanpur Road, Ahmedabad, Gujarat",multi-storey,200.0,126,False
9c029b60-c635-4e03-bc32-36607c84f88e,Naranpura Public Parking 256,23.113288,72.474664,"266 Naranpura Road, Ahmedabad, Gujarat",underground,250.0,38,False
f3d23822-0cf9-4bdb-9a0f-525ba9a868d9,Vastral Public Parking 147,23.069686,72.508623,"252 Vastral Road, Ahmedabad, Gujarat",on-street,120.0,98,False
6c573554-a429-49e2-8dd8-2d2e36b65522,Nikol Public Parking 415,22.979352,72.598407,"164 Nikol Road, Ahmedabad, Gujarat",underground,200.0,108,False
2dae64fe-6b60-49f2-80ea-472b698d3925,Naranpura Public Parking 407,23.101526,72.623245,"186 Naranpura Road, Ahmedabad, Gujarat",multi-storey,400.0,374,False
